paper_id,authors,decision
882,"Roman Talyansky, Pavel Kisilev, Zach Melamed, Natan Peterfreund, Uri Verner",Reject
883,"Rithesh Kumar, Anirudh Goyal, Aaron Courville, Yoshua Bengio",Reject
884,"Qingming Tang, Mingda Chen, Weiran Wang, Karen Livescu",Reject
885,"Ishan Durugkar, Bo Liu, Peter Stone",Reject
886,"Ksenia Konyushkova, Raphael Sznitman, Pascal Fua",Reject
887,"Hussein Sibai, Sayan Mitra",Reject
888,"Barratt Barratt, Shane Shane, Sharma Sharma, Rishi Rishi",Reject
889,"Masanori Yamada, Kim Heecheol, Kosuke Miyoshi, Hiroshi Yamakawa",Reject
890,"Ibrahim Ayed, Emmanuel Bézenac, Arthur Pajot, Patrick Gallinari",Reject
891,Siwei Luo,Reject
892,"Jun Qi, Chin-Hui Lee, Javier Tejedor",Reject
893,"AJ Piergiovanni, Michael Ryoo",Reject
894,"Gökhan Yildirim, Nikolay Jetchev, Urs Bergmann",Reject
895,"Wonwoong Cho, Seunghwan Choi, Junwoo Park, David Park, Tao Qin, Jaegul Choo",Reject
896,"Newsha Ardalani, Joel Hestness, Gregory Diamos",Reject
897,"Ethan Harris, Mahesan Niranjan, Jonathon Hare",Reject
898,"Abhinav Jauhri, Brad Stocks, Jian Li, Koichi Yamada, John Shen",Reject
899,"Gábor Melis, Charles Blundell, Tomáš Kočiský, Karl Hermann, Chris Dyer, Phil Blunsom",Reject
900,"Charles Martin, Michael Mahoney",Reject
901,"Jan Stühmer, Richard Turner, Sebastian Nowozin",Reject
902,"Haoyu Fu, Yuejie Chi, Yingbin Liang",Reject
903,"Kirill Neklyudov, Dmitry Vetrov",Reject
904,"Karl Ridgeway, Michael Mozer",Reject
905,"Hao Zhang, Bo Chen, Long Tian, Zhengjue Wang, Mingyuan Zhou",Reject
906,"Yichi Zhou, Jun Zhu",Reject
907,"Fangzhou Luo, Xiaolin Wu",Reject
908,"Hwanjun Song, Sundong Kim, Minseok Kim, Jae-Gil Lee",Reject
909,"Seong Cho, Sunghun Kang, Chang Yoo",Reject
910,"Abdulah Fawaz, Sebastien Piat, Paul Klein, Peter Mountney, Simone Severini",Reject
911,"Alon Brutzkus, Amir Globerson",Reject
912,Philip Sedghi,Reject
913,"Dejiao Zhang, Tianchen Zhao, Laura Balzano",Reject
914,"Jovana Mitrovic, Peter Wirnsberger, Charles Blundell, Dino Sejdinovic, Yee Teh",Reject
915,"Alexander Bartler, Felix Wiewel, Bin Yang, Lukas Mauch",Reject
916,"Setareh Rafatirad, Maryam Heidari",Reject
917,"Kun Xu, Lingfei Wu, Zhiguo Wang, Yansong Feng, Michael Witbrock, Vadim Sheinin",Reject
918,"Miljan Martic, Jan Leike, Andrew Trask, Matteo Hessel, Shane Legg, Pushmeet Kohli",Reject
919,"Fengze Liu, Yingda Xia, Dong Yang, Alan Yuille, Daguang Xu",Reject
920,"Tameem Adel, Cuong Nguyen, Richard Turner, Zoubin Ghahramani, Adrian Weller",Reject
921,"Nasim Rahaman, Aristide Baratin, Devansh Arpit, Felix Draxler, Min Lin, Fred Hamprecht, Yoshua Bengio, Aaron Courville",Reject
922,"Saneem Chemmengath, Samarth Bharadwaj, Suranjana Samanta, Karthik Sankaranarayanan",Reject
923,"Jan Beitler, Ivan Sosnovik, Arnold Smeulders",Reject
924,"Hirono Okamoto, Shohei Ohsawa, Itto Higuchi, Haruka Murakami, Mizuki Sango, Zhenghang Cui, Masahiro Suzuki, Hiroshi Kajino, Yutaka Matsuo",Reject
925,James Neill,Reject
926,"Behnam Gholami, Pritish Sahu, Ognjen Rudovic, Konstantinos Bousmalis, Vladimir Pavlovic",Reject
927,"Jonathan Ho, Xi Chen, Aravind Srinivas, Yan Duan, Pieter Abbeel",Reject
928,"Markus Hofmarcher, Elisabeth Rumetshofer, Sepp Hochreiter, Günter Klambauer",Reject
929,"Doyen Sahoo, Hung Le, Chenghao Liu, Steven Hoi",Reject
930,"Dmitry Kangin, Nicolas Pugeault",Reject
931,Samet Oymak,Reject
932,"Huan Wang, Nitish Keskar, Caiming Xiong, Richard Socher",Reject
933,"Hongyang Zhang, Susu Xu, Jiantao Jiao, Pengtao Xie, Ruslan Salakhutdinov, Eric Xing",Reject
934,"Ali Ramezani-Kebrya, Ashish Khisti, and Liang",Reject
935,"Wenhu Chen, Yilin Shen, William Wang, Hongxia Jin",Reject
936,"Myung Shim, Peng Li",Reject
937,Fereshteh Lagzi,Reject
938,"Jiaming Song, Tengyu Ma, Michael Auli, Yann Dauphin",Reject
939,"Eirikur Agustsson, Michael Tschannen, Fabian Mentzer, Radu Timofte, Luc Gool",Reject
940,Chang Li,Reject
941,"Zhizhong Li, Derek Hoiem",Reject
942,"Christoph Mayer, Radu Timofte",Reject
943,"Yu-Guan Hsieh, Gang Niu, Masashi Sugiyama",Reject
944,"Mohamed Elfeki, Camille Couprie, Mohamed Elhoseiny",Reject
945,"Jorn Peters, Tim Genewein, Max Welling",Reject
946,"Nina Miolane, Johan Mathe, Claire Donnat, Mikael Jorda, Xavier Pennec",Reject
947,"Lei Cao, Yizhou Yan, Samuel Madden, Elke Rundensteiner",Reject
948,"Ryuichiro Hataya, Hideki Nakayama",Reject
949,"Petra Bevandić, Siniša Šegvić, Ivan Krešo, Marin Oršić",Reject
950,"Zelda Mariet, Jasper Snoek, Yaniv Ovadia",Reject
951,"Yi-Lin Sung, Sung-Hsien Hsieh, Soo-Chang Pei, Chun-Shien Lu",Reject
952,"Xuanyang Zhang, Hao liu, Zhanxing Zhu, Zenglin Xu",Reject
953,"Samuel Lavoie-Marchildon, Sebastien Lachapelle, Mikołaj Bińkowski, Aaron Courville, Yoshua Bengio, R Hjelm",Reject
954,Oliver Goldstein,Reject
955,"Ian Jordan, Piotr Sokol, Il Park",Reject
956,"Hsin-Wei Yu, Po-Yu Wu, Chih-An Tsao, You-An Shen, Shih-Hsuan Lin, Zhang-Wei Hong, Yi-Hsiang Chang, Chun-Yi Lee",Reject
957,"Igor Quintanilha, Roberto Filho, José Lezama, Mauricio Delbracio, Leonardo Nunes",Reject
958,"Long Sha, Jonathan Schwarcz, Pengyu Hong",Reject
959,"Danijar Hafner, Dustin Tran, Timothy Lillicrap, Alex Irpan, James Davidson",Reject
960,"Doron Haviv, Alexander Rivkind, Omri Barak",Reject
961,"Sameera Ramasinghe, Salman Khan, Nick Barnes",Reject
962,"Mayur Mudigonda, Blake Tickell, Pulkit Agrawal",Reject
963,"Nicholas Rhinehart, Rowan McAllister, Sergey Levine",Reject
964,"Haoyi Xiong, Wenqing Hu, Zhanxing Zhu, Xinjian Li, Yunchao Zhang, Jun Huan",Reject
965,"Hongxiang Chen, Leonard Wossnig, Hartmut Neven, Simone Severini, Masoud Mohseni",Reject
966,"Shengjie Wang, Tianyi Zhou, Jeff Bilmes",Reject
967,"Weonyoung Joo, Wonsung Lee, Sungrae Park, and Moon",Reject
968,"Ido Hakimi, Saar Barkai, Moshe Gabel, Assaf Schuster",Reject
969,"Wei Deng, Xiao Zhang, Faming Liang, Guang Lin",Reject
970,"Hugh Chen, Scott Lundberg, Gabe Erion, Su-In Lee",Reject
971,"Zoe Papakipos, Jacob Beck, Michael Littman",Reject
972,"Rajesh Devaraddi, G. Srinivasaraghavan",Reject
973,"Guy Gur-Ari, Daniel Roberts, Ethan Dyer",Reject
974,"Afshin Abdi, Faramarz Fekri",Reject
975,"Luke Metz, Niru Maheswaranathan, Jeremy Nixon, Daniel Freeman, Jascha Sohl-dickstein",Reject
976,"Chen Xing, Devansh Arpit, Christos Tsirigotis, Yoshua Bengio",Reject
977,"Akram Erraqabi, Nicolas Roux",Reject
978,"Alexandre Araujo, Benjamin Negrevergne, Yann Chevaleyre, Jamal Atif",Reject
979,"Zhanxing Zhu, Jingfeng Wu, Bing Yu, Lei Wu, Jinwen Ma",Reject
980,"Mahmoud Assran, Nicolas Loizou, Nicolas Ballas, Mike Rabbat",Reject
981,"Armen Aghajanyan, Xia Song, Saurabh Tiwary",Reject
982,"Jean-Philippe Bernardy, Aleksandre Maskharashvili",Reject
983,"Ruishan Liu, Nicolo Fusi, Lester Mackey",Reject
984,"Donghyeon Han, Hoi-jun Yoo",Reject
985,"Brendan Shillingford, Yannis Assael, Matthew Hoffman, Thomas Paine, Cían Hughes, Utsav Prabhu, Hank Liao, Hasim Sak, Kanishka Rao, Lorrayne Bennett, Marie Mulville, Ben Coppin, Ben Laurie, Andrew Senior, Nando Freitas",Reject
986,"Adar Elad, Doron Haviv, Yochai Blau, Tomer Michaeli",Reject
987,"Naman Agarwal, Brian Bullins, Xinyi Chen, Elad Hazan, Karan Singh, Cyril Zhang, Yi Zhang",Reject
988,"Luke Darlow, Amos Storkey",Reject
989,"Tianchen Zhao, Dejiao Zhang, Zeyu Sun, Honglak Lee",Reject
990,"Chaim Baskin, Natan Liss, Yoav Chai, Evgenii Zheltonozhskii, Eli Schwartz, Raja Girayes, Avi Mendelson, Alexander M.Bronstein",Reject
991,"Utku Evci, Nicolas Roux, Pablo Castro, Leon Bottou",Reject
992,"Ben Trevett, Donald Reay, N. Taylor",Reject
993,"Carlos Lassance, Vincent Gripon, Antonio Ortega",Reject
994,"Shengjie Wang, Tianyi Zhou, Jeff Bilmes",Reject
995,Jumpei Ukita,Reject
996,"Ayan Chakrabarti, Benjamin Moseley",Reject
997,"David Rolnick, Arun Ahuja, Jonathan Schwarz, Timothy Lillicrap, Greg Wayne",Reject
998,"Shun Liao, Ting Chen, Tian Lin, Chong Wang, Dengyong Zhou",Reject
999,"Zhewei Yao, Amir Gholami, Kurt Keutzer, Michael Mahoney",Reject
1000,"Hui Li, Kailiang Hu, Zhibang Ge, Tao Jiang, Yuan Qi, Le Song",Reject
1001,"Yannic Kilcher, Gary Bécigneul, Thomas Hofmann",Reject
1002,"Rim Assouel, Mohamed Ahmed, Marwin Segler, Amir Saffari, Yoshua Bengio",Reject
1003,"Davide Nunes, Luis Antunes",Reject
1004,"Yandong Li, Lijun Li, Liqiang Wang, Tong Zhang, Boqing Gong",Reject
1005,Joachim Wabnig,Reject
1006,"Cody Coleman, Stephen Mussmann, Baharan Mirzasoleiman, Peter Bailis, Percy Liang, Jure Leskovec, Matei Zaharia",Reject
1007,"Zhenhua Chen, Chuhua Wang, Tiancong Zhao, David Crandall",Reject
1008,"Jinghui Chen, Quanquan Gu",Reject
1009,"Tolgahan Cakaloglu, Christian Szegedy, Xiaowei Xu",Reject
1010,"Saavan Patel, Sayeef Salahuddin",Reject
1011,"Amartya Sanyal, Varun Kanade, Philip Torr",Reject
1012,"Jun Li, Hongfu Liu, Bineng Zhong, Yue Wu, Yun Fu",Reject
1013,"Ange tato, Roger nkambou",Reject
1014,"Ming-Chuan Yang, Meng Chen",Reject
1015,"Digvijay Boob, Santanu Dey, Guanghui Lan",Reject
1016,"Siavash Golkar, Kyle Cranmer",Reject
1017,"Alexandru Onose, Seyed Mossavat, Henk-Jan Smilde",Reject
1018,"Xiang Jiang, Mohammad Havaei, Gabriel Chartrand, Hassan Chouaib, Thomas Vincent, Andrew Jesson, Nicolas Chapados, Stan Matwin",Reject
1019,"Milan Cvitkovic, Badal Singh, Anima Anandkumar",Reject
1020,"Bryan McCann, Nitish Keskar, Caiming Xiong, Richard Socher",Reject
1021,"Yu Wang, Jack Stokes, Mady Marinescu",Reject
1022,"Deepak Pathak, Dhiraj Gandhi, Abhinav Gupta",Reject
1023,"Shixian Wen, Laurent Itti",Reject
1024,"Bernd Illing, Wulfram Gerstner, Johanni Brea",Reject
1025,"Vikas Dhiman, Shurjo Banerjee, Jeffrey Siskind, Jason Corso",Reject
1026,"Jean Alaux, Edouard Grave, Marco Cuturi, Armand Joulin",Accept (Poster)
1027,"Florin Schimbinschi, Christian Walder, Sarah Erfani, James Bailey",Reject
1028,"Dan Busbridge, Dane Sherburn, Pietro Cavallo, Nils Hammerla",Reject
1029,"Abduallah Mohamed, Xinrui Hua, Xianda Zhou, Christian Claudel",Reject
1030,"Safwan Hossain, Kiarash Jamali, Yuchen Li, Frank Rudzicz",Reject
1031,"Julio Zamora, Jesus Vargas, Omesh Tickoo",Reject
1032,"Honghua Dong, Jiayuan Mao, Xinyue Cui, Lihong Li",Reject
1033,"Shuhui Qu, Janghwan Lee, Wei Xiong, Wonhyouk Jang, Jie Wang",Reject
1034,"Tiago Ramalho, Tomas Kocisky‎, Frederic Besse, S. Eslami, Gabor Melis, Fabio Viola, Phil Blunsom, Karl Hermann",Reject
1035,Florent DUFAUX.,Reject
1036,"Charles Packer, Katelyn Gao, Jernej Kos, Philipp Krahenbuhl, Vladlen Koltun, Dawn Song",Reject
1037,"Lili Meng, Bo Zhao, Bo Chang, Gao Huang, Frederick Tung, Leonid Sigal",Reject
1038,Chong Yu,Reject
1039,"Xu Zhang, Felix Yu, Svebor Karaman, Wei Zhang, Shih-Fu Chang",Reject
1040,"Alex Mott, Daniel Zoran, Mike Chrzanowski, Daan Wierstra, Danilo Rezende",Reject
1041,"Tin Nwe, Shudong Xie, Balaji Nataraj, Yiqun Li, Joo-Hwee Lim",Reject
1042,"Chad Atalla, Bartholomew Tam, Amanda Song, Gary Cottrell",Reject
1043,"Christopher Bourez, Aurelien Coquard",Reject
1044,"Mayank Bansal, Alex Krizhevsky, Abhijit Ogale",Reject
1045,"Victor Boutin, Angelo Franciosini, Laurent Perrinet",Reject
1046,"Kamyar Azizzadenesheli, Animashree Anandkumar",Reject
1047,"Saeid Taghanaki, Shekoofeh Azizi, Ghassan Hamarneh",Reject
1048,"Lijun Wu, Jinhua Zhu, Di He, Fei Gao, Xu Tan, Tao Qin, Tie-Yan Liu",Reject
1049,"Guillaume Michel, Mohammed Alaoui, Alice Lebois, Amal Feriani, Mehdi Felhi",Reject
1050,"Takashi Ishida, Gang Niu, Aditya Menon, Masashi Sugiyama",Reject
1051,"Hariharan Ravishankar, Rahul Venkataramani, Saihareesh Anamandra, Prasad Sudhakar",Reject
1052,"Nanyang Ye, Zhanxing Zhu",Reject
1053,"Masahiro Suzuki, Yusuke Iwasawa, Yutaka Matsuo",Reject
1054,"Xilai Li, Yingbo Zhou, Tianfu Wu, Richard Socher, Caiming Xiong",Reject
1055,"Guy Hacohen, Daphna Weinshall",Reject
1056,"Pascal Mettes, Elise Pol, Cees Snoek",Reject
1057,"Amr Sharaf, Hal III",Reject
1058,"SeongUk Park, Nojun Kwak",Reject
1059,"Zehao Huang, Naiyan Wang",Reject
1060,"Quang Pham, Steven Hoi",Reject
1061,"Ikki Kishida, Hideki Nakayama",Reject
1062,"Ruairidh Battleday, Joshua Peterson, Thomas Griffiths",Reject
1063,"Huizhuo Yuan, Chris Li, Yuhao Tang, Yuren Zhou",Reject
1064,"Daniel Gissin, Shai Shalev-Shwartz",Reject
1065,"Amit Deshpande, Sandesh Kamath, K.V.Subrahmanyam K.V.Subrahmanyam",Reject
1066,"Tianhong Li, Jianguo Li, Zhuang Liu, Changshui Zhang",Reject
1067,"Yuchen Qiao, Kenjiro Taura",Reject
1068,"Darwin Pilco, Adín Rivera",Reject
1069,"Guido Novati, Petros Koumoutsakos",Reject
1070,"Nozomu Yoshinari, Kento Uchida, Shota Saito, Shinichi Shirakawa, Youhei Akimoto",Reject
1071,"Harm Vries, Kurt Shuster, Dhruv Batra, Devi Parikh, Jason Weston, Douwe Kiela",Reject
1072,"Eran Goldman, Jacob Goldberger",Reject
1073,"Remus Pop, Patric Fulop",Reject
1074,"Yoichi Yaguchi, Fumiyuki Shiratani, Hidekazu Iwaki",Reject
1075,"Ryan Benmalek, Madian Khabsa, Suma Desu, Claire Cardie, Michele Banko",Reject
1076,"Fuxun Yu, Chenchen Liu, Yanzhi Wang, Xiang Chen",Reject
1077,"Chiu Ho, Dae Park, Wei Yang, Yi Chang",Reject
1078,"Pengzhi Huang, Emre Gonultas, Said Medjkouh, Oscar Castaneda, Olav Tirkkonen, Tom Goldstein, Christoph Studer",Reject
1079,"Benyuan Sun, Yizhou Wang",Reject
1080,"Daeyoung Choi, Wonjong Rhee, Kyungeun Lee, Changho Shin",Reject
1081,"Xiaoyu Lu, Jan Stuehmer, Katja Hofmann",Reject
1082,"Yutong Bai, Lingxi Xie",Reject
1083,Sylvain Lamprier,Reject
1084,"Pengfei Liu, Xuanjing Huang",Reject
1085,"Damien Sileo, Tim Cruys, Camille Pradel, Philippe Muller",Reject
1086,"Steven Squires, Adam Prugel-Bennett, Mahesan Niranjan",Reject
1087,"Rohin Shah, Noah Gundotra, Pieter Abbeel, Anca Dragan",Reject
1088,"Alon Brutzkus, Oren Elisha, Ran Gilad-Bachrach",Reject
1089,"Jakub Bednarek, Karol Piaskowski, Krzysztof Krawiec",Reject
1090,Masataro Asai,Reject
1091,"Xinyun Chen, Yuandong Tian",Reject
1092,"Yu Wang, Fengjuan Gao, Amin Alipour, Linzhang Wang, Xuandong Li, Zhendong Su",Reject
1093,"Yaohua Tang, Kaixiang Mo, Qian Xu, Chao Zhang, Qiang Yang",Reject
1094,"Viresh Ranjan, Heeyoung Kwon, Niranjan Balasubramanian, Minh Hoai",Reject
1095,"Fabio Pardo, Vitaly Levdik, Petar Kormushev",Reject
1096,"Samvit Jain, Joseph Gonzalez",Reject
1097,"Nilesh Kulkarni, Ishan Misra, Shubham Tulsiani, Abhinav Gupta",Reject
1098,"Simiao Zuo, Jialin Wu",Reject
1099,"Giuseppe Marra, Dario Zanca, Alessandro Betti, Marco Gori",Reject
1100,"Ke Wang, Xiaojun Wan",Reject
1101,"Zeyuan Chen, Shaoliang Nie, Tianfu Wu, Christopher Healey",Reject
1102,"Wayne Wu, Kaidi Cao, Cheng Li, Chen Qian, Chen Loy",Reject
1103,"Ming-Wei Chang, Kristina Toutanova, Kenton Lee, Jacob Devlin",Reject
1104,"Wensong Chan, Zhiqiang Tian, Xuguang Lan",Reject
1105,"Nathan Inkawhich, Matthew Inkawhich, Hai Li, Yiran Chen",Reject
1106,"Qianxiao Li, Bo Lin, Weiqing Ren",Reject
1107,"Eldan Cohen, J. Beck",Reject
1108,"Oluwatobi Olabiyi, Alan Salimov, Anish Khazane, Erik Mueller",Reject
1109,"Xilun Chen, Ahmed Awadallah, Hany Hassan, Wei Wang, Claire Cardie",Reject
1110,"David Hostallero, Daewoo Kim, Kyunghwan Son, Yung Yi",Reject
1111,"Qiang Sun, Bin Wang, Zizhou Gu, Yanwei Fu",Reject
1112,"Thomas Bonald, Nathan Lara",Reject
1113,"Eran Malach, Shai Shalev-Shwartz",Reject
1114,"Dirk Weissenborn, Douwe Kiela, Jason Weston, Kyunghyun Cho",Reject
1115,"Yingting Wu, Hai Zhao, Rui Wang",Reject
1116,"Stanislau Semeniuta, Aliaksei Severyn, Sylvain Gelly",Reject
1117,"Lierni Sestorain, Massimiliano Ciaramita, Christian Buck, Thomas Hofmann",Reject
1118,"Assya Trofimov, Francis Dutil, Claude Perreault, Sebastien Lemieux, Yoshua Bengio, Joseph Cohen",Reject
1119,"Xintong Li, Lemao Liu, Guanlin Li, Max Meng, Shuming Shi",Reject
1120,Brown Wang,Reject
1121,"Zhaohan Guo, Mohammad Azar, Bilal Piot, Bernardo Pires, Rémi Munos",Reject
1122,"Tomasz Kisielewski, Damian Leśniak, Maia Pasek",Reject
1123,"Xinshi Chen, Shuang Li, Hui Li, Shaohua Jiang, Le Song",Reject
1124,"Perttu Hämäläinen, Amin Babadi, Xiaoxiao Ma, Jaakko Lehtinen",Reject
1125,"Abhishek Gupta, Benjamin Eysenbach, Chelsea Finn, Sergey Levine",Reject
1126,"Juho Lee, Yoonho Lee, Jungtaek Kim, Adam Kosiorek, Seungjin Choi, Yee Teh",Reject
1127,"Felipe Such, Vashisht Madhavan, Edoardo Conti, Joel Lehman, Kenneth Stanley, Jeff Clune",Reject
1128,"Logan Engstrom, Brandon Tran, Dimitris Tsipras, Ludwig Schmidt, Aleksander Madry",Reject
1129,"Roman Föll, Bernard Haasdonk, Markus Hanselmann, Holger Ulmer",Reject
1130,"Ying Ma, Jose Principe",Reject
1131,"Hyunsun Choi, Eric Jang",Reject
1132,"Cosmin Bercea, Olivier Pauly, Andreas Maier, Florin Ghesu",Reject
1133,"Vighnesh Shiv, Chris Quirk",Reject
1134,"Jiezhang Cao, Yong Guo, Langyuan Mo, Peilin Zhao, Junzhou Huang, Mingkui Tan",Reject
1135,zhuoyuan@fb.com zhuoyuan@fb.com,Reject
1136,"Kei Akuzawa, Yusuke Iwasawa, Yutaka Matsuo",Reject
1137,"Zehao Dou, Zhihua Zhang",Reject
1138,"Adji Dieng, Kyunghyun Cho, David Blei, Yann LeCun",Reject
1139,"Yunshu Du, Wojciech Czarnecki, Siddhant Jayakumar, Razvan Pascanu, Balaji Lakshminarayanan",Reject
1140,"Francisco Vargas, Kamen Brestnichki, Nils Hammerla",Reject
1141,"Bowen Tan, Zhiting Hu, Zichao Yang, Ruslan Salakhutdinov, Eric Xing",Reject
1142,"Dongsoo Lee, Parichay Kapoor, Byeongwook Kim",Reject
1143,"Andrea Zunino, Sarah Bargal, Pietro Morerio, Jianming Zhang, Stan Sclaroff, Vittorio Murino",Reject
1144,"Danish Pruthi, Mansi Gupta, Nitish Kulkarni, Graham Neubig, Eduard Hovy",Reject
1145,"Daby Sow, Mohamed Ghalwash, Zach Shahn, Sanjoy Dey, Moulay Draidia, Li-wei Lehmann",Reject
1146,"Chihuang Liu, Joseph JaJa",Reject
1147,"Ke Li, Tianhao Zhang, Jitendra Malik",Reject
1148,"Eliyahu Sason, Koby Crammer",Reject
1149,"Ian Fox, Jenna Wiens",Reject
1150,"Léonard Blier, Pierre Wolinski, Yann Ollivier",Reject
1151,"Barun Patra, Joel Moniz, Sarthak Garg, Matthew Gormley, Graham Neubig",Reject
1152,"Bo Han, Gang Niu, Jiangchao Yao, Xingrui Yu, Miao Xu, Ivor Tsang, Masashi Sugiyama",Reject
1153,"Tianyang Zhao, Xiaoxuan Ma, Honglin Ma, Yizhou Wang",Reject
1154,"Brady Neal, Sarthak Mittal, Aristide Baratin, Vinayak Tantia, Matthew Scicluna, Simon Lacoste-Julien, Ioannis Mitliagkas",Reject
1155,"Mehadi Hassen, Philip Chan",Reject
1156,"Santiago Gonzalez, Joshua Landgraf, Risto Miikkulainen",Reject
1157,"Yuxian Qiu, Jingwen Leng, Yuhao Zhu, Quan Chen, Chao Li, Minyi Guo",Reject
1158,"Jin Lim, Robert Durrant",Reject
1159,"Juho Lee, Saehoon Kim, Jaehong Yoon, Hae Lee, Eunho Yang, Sung Hwang",Reject
1160,"Rui Zhao, Volker Tresp",Reject
1161,"Zhangheng Li, Jia-Xing Zhong, Jingjia Huang, Tao Zhang, Thomas Li, Ge Li",Reject
1162,"Pengfei Chen, Guangyong Chen, Shengyu Zhang",Reject
1163,"Parichay Kapoor, Dongsoo Lee, Byeongwook Kim, Saehyung Lee",Reject
1164,"Saeed Najafi, Colin Cherry, Greg Kondrak",Reject
1165,"Kurtland Chua, Rowan McAllister, Roberto Calandra, Sergey Levine",Reject
1166,"Murphy Niu, Lior Horesh, Michael O'Keeffe, Isaac Chuang",Reject
1167,"Wanrong Zhu, Zhiting Hu, Eric Xing",Reject
1168,"Matthias Leimeister, Benjamin Wilson",Reject
1169,"Wonyong Sung, Lukas Lee, Jinwhan Park",Reject
1170,"Pradeep Banerjee, Guido Montufar",Reject
1171,"Tongzhou Wang, Jun-Yan Zhu, Antonio Torralba, Alexei Efros",Reject
1172,"Nicholas Kuo, Mehrtash Harandi, Hanna Suominen, Nicolas Fourrier, Christian Walder, Gabriela Ferraro",Reject
1173,"Yiming Xu, Diego Klabjan",Reject
1174,"Jianyi Zhang, Ruiyi Zhang, Changyou Chen",Reject
1175,"Matthew Thornton, Jithendar Anumula, Shih-Chii Liu",Reject
1176,"Puyudi Yang, Jianbo Chen, Cho-Jui Hsieh, Jane-Ling Wang, Michael Jordan",Reject
1177,"Xiaojun Xu, Yue Yu, Bo Li, Le Song, Chengfeng Liu, Carl Gunter",Reject
1178,"Shaileshh Venkatakrishnan, Mohammad Alizadeh, Pramod Viswanath",Reject
1179,"Kazuya Kawakami, Chris Dyer, Phil Blunsom",Reject
1180,"Woon Cho, Pengchuan Zhang, Yizhe Zhang, Xiujun Li, Mengdi Wang, Jianfeng Gao",Reject
1181,"Cheng Wang, Mathias Niepert",Reject
1182,"Xiaojie Guo, Lingfei Wu, Liang Zhao",Reject
1183,"Yaxin Shi, Donna Xu, Yuangang Pan, Ivor Tsang",Reject
1184,"Egil Martinsson, Adrian Kim, Jaesung Huh, Jaegul Choo, Jung-Woo Ha",Reject
1185,"Hongyuan Mei, Guanghui Qin, Jason Eisner",Reject
1186,"Anand Avati, Tony Duan, Sharon Zhou, Kenneth Jung, Nigam Shah, Andrew Ng",Reject
1187,"Raphael Shu, Hideki Nakayama",Reject
1188,"Adrien EHRHARDT, Vincent VANDEWALLE, Christophe BIERNACKI, Philippe HEINRICH",Reject
1189,Ishani Chakraborty,Reject
1190,Jeremy Weiss,Reject
1191,Chihiro Watanabe,Reject
1192,"Thomas Bonald, Bertrand Charpentier",Reject
1193,"Shulong Tan, Zhixin Zhou, Zhaozhuo Xu, Ping Li",Reject
1194,"Neale Ratzlaff, Li Fuxin",Reject
1195,"R. Hu, Caiming Xiong, Richard Socher",Reject
1196,"Chanakya Malireddy, Tirth Maniar, Sajal Maheshwari, Manish Shrivastava",Reject
1197,"Daniel Elliott, Charles Anderson",Reject
1198,"Gal Mishne, Eric Chi, Ronald Coifman",Reject
1199,"Mingtian Zhang, Thomas Bird, Raza Habib, Tianlin Xu, David Barber",Reject
1200,"Evgeny Andriyash, Arash Vahdat, Bill Macready",Reject
1201,"Haowen Xu, Hao Zhang, Zhiting Hu, Xiaodan Liang, Ruslan Salakhutdinov, Eric Xing",Accept (Poster)
1202,"David Barber, Mingtian Zhang, Raza Habib, Thomas Bird",Reject
1203,"Nat Dilokthanakul, Nick Pawlowski, Murray Shanahan",Reject
1204,"Remi Combes, Mohammad Pezeshki, Samira Shabanian, Aaron Courville, Yoshua Bengio",Reject
1205,"Chunrui Han, Shiguang Shan, Meina Kan, Shuzhe Wu, Xilin Chen",Reject
1206,"Wenbo Zhao, Shahan Memon, Bhiksha Raj, Rita Singh",Reject
1207,"Mo Yu, Shiyu Chang, Tommi Jaakkola",Reject
1208,"Wentao Wang, Zhiting Hu, Zichao Yang, Haoran Shi, Eric Xing",Reject
1209,"Yotam Hechtlinger, Barnabas Poczos, Larry Wasserman",Reject
1210,"Steven Bohez, Abbas Abdolmaleki, Michael Neunert, Jonas Buchli, Nicolas Heess, Raia Hadsell",Reject
1211,"Martin Loncaric, Ryan Weber, Bowei Liu",Reject
1212,"Whiyoung Jung, Giseung Park, Youngchul Sung",Reject
1213,"Joel Hestness, Sharan Narang, Newsha Ardalani, Heewoo Jun, Hassan Kianinejad, Md. Patwary, Yang Yang, Yanqi Zhou, Gregory Diamos, Kenneth Church",Reject
1214,"Congying Xia, Chenwei Zhang, Tao Yang, Yaliang Li, Nan Du, Xian Wu, Wei Fan, Fenglong Ma, Philip Yu",Reject
1215,"Liam Li, Kevin Jamieson, Afshin Rostamizadeh, Ekaterina Gonina, Moritz Hardt, Ben Recht, Ameet Talwalkar",Reject
1216,"Aravind Sankar, Yanhong Wu, Liang Gou, Wei Zhang, Hao Yang",Reject
1217,"Haozhe Ji, Yankai Lin, Zhiyuan Liu, Maosong Sun",Reject
1218,"Yingzhen Li, John Bradshaw, Yash Sharma",Reject
1219,"Lei Yu, Cyprien d'Autume, Chris Dyer, Phil Blunsom, Lingpeng Kong, Wang Ling",Reject
1220,"Mozhi Zhang, Yoshinari Fujinuma, Jordan Boyd-Graber",Reject
1221,"Siddharth Mysore, Robert Platt, Kate Saenko",Reject
